platform,job,algorithm,dataset,run,success,load_time,makespan,processing_time
libgrape-lite,j691634,CDLP,datagen-7_9-fb,r598985,true,0.0,4.007,0.257
libgrape-lite,j691634,CDLP,datagen-7_9-fb,r661531,true,0.0,4.011,0.25
libgrape-lite,j491043,BFS,datagen-7_9-fb,r814287,true,0.0,3.728,0.02
libgrape-lite,j491043,BFS,datagen-7_9-fb,r482971,true,0.0,3.733,0.021
libgrape-lite,j491043,BFS,datagen-7_9-fb,r542314,true,0.0,3.793,0.029
libgrape-lite,j603580,BFS,datagen-7_5-fb,r574030,true,0.0,2.636,0.017
libgrape-lite,j603580,BFS,datagen-7_5-fb,r549965,true,0.0,2.666,0.016
libgrape-lite,j603580,BFS,datagen-7_5-fb,r648762,true,0.0,2.706,0.017
libgrape-lite,j837723,WCC,datagen-7_7-zf,r746220,true,0.0,19.436,0.064
libgrape-lite,j837723,WCC,datagen-7_7-zf,r884200,true,0.0,19.451,0.056
libgrape-lite,j837723,WCC,datagen-7_7-zf,r814285,true,0.0,19.291,0.056
libgrape-lite,j639616,BFS,graph500-22,r742359,true,0.0,4.932,0.028
libgrape-lite,j639616,BFS,graph500-22,r886903,true,0.0,4.884,0.03
libgrape-lite,j639616,BFS,graph500-22,r500473,true,0.0,4.904,0.034
libgrape-lite,j662273,WCC,datagen-7_8-zf,r730495,true,0.0,22.999,0.065
libgrape-lite,j662273,WCC,datagen-7_8-zf,r891497,true,0.0,23.306,0.062
libgrape-lite,j662273,WCC,datagen-7_8-zf,r520315,true,0.0,23.254,0.065
libgrape-lite,j815830,PR,datagen-7_9-fb,r743584,true,0.0,4.252,0.152
libgrape-lite,j815830,PR,datagen-7_9-fb,r707796,true,0.0,4.227,0.144
libgrape-lite,j815830,PR,datagen-7_9-fb,r670091,true,0.0,4.242,0.142
libgrape-lite,j810164,BFS,datagen-7_6-fb,r724323,true,0.0,2.821,0.017
libgrape-lite,j810164,BFS,datagen-7_6-fb,r656265,true,0.0,2.851,0.022
libgrape-lite,j810164,BFS,datagen-7_6-fb,r917794,true,0.0,2.801,0.017
libgrape-lite,j708287,BFS,datagen-7_8-zf,r821117,true,0.0,23.516,0.117
libgrape-lite,j708287,BFS,datagen-7_8-zf,r546222,true,0.0,23.13,0.104
libgrape-lite,j708287,BFS,datagen-7_8-zf,r775026,true,0.0,23.277,0.102
libgrape-lite,j504829,PR,datagen-7_8-zf,r825046,true,0.0,27.082,0.184
libgrape-lite,j504829,PR,datagen-7_8-zf,r520361,true,0.0,26.937,0.191
libgrape-lite,j504829,PR,datagen-7_8-zf,r885754,true,0.0,26.959,0.199
libgrape-lite,j844998,SSSP,datagen-7_5-fb,r583507,true,0.0,3.121,0.025
libgrape-lite,j844998,SSSP,datagen-7_5-fb,r560088,true,0.0,3.16,0.023
libgrape-lite,j844998,SSSP,datagen-7_5-fb,r776992,true,0.0,3.109,0.026
libgrape-lite,j735631,LCC,dota-league,r832668,true,0.0,11.673,9.632
libgrape-lite,j735631,LCC,dota-league,r834343,true,0.0,11.856,9.712
libgrape-lite,j735631,LCC,dota-league,r596468,true,0.0,11.761,9.705
libgrape-lite,j540057,PR,datagen-7_5-fb,r569783,true,0.0,2.904,0.076
libgrape-lite,j540057,PR,datagen-7_5-fb,r586416,true,0.0,2.875,0.081
libgrape-lite,j540057,PR,datagen-7_5-fb,r833333,true,0.0,2.848,0.076
libgrape-lite,j694268,LCC,datagen-7_6-fb,r578222,true,0.0,3.251,0.235
libgrape-lite,j694268,LCC,datagen-7_6-fb,r666384,true,0.0,3.236,0.238
libgrape-lite,j694268,LCC,datagen-7_6-fb,r473809,true,0.0,3.289,0.234
libgrape-lite,j607257,LCC,graph500-22,r666151,true,0.0,6.861,1.439
libgrape-lite,j607257,LCC,graph500-22,r614540,true,0.0,6.923,1.452
libgrape-lite,j607257,LCC,graph500-22,r557100,true,0.0,6.974,1.443
libgrape-lite,j540070,SSSP,dota-league,r586326,true,0.0,2.739,0.074
libgrape-lite,j540070,SSSP,dota-league,r840653,true,0.0,2.706,0.08
libgrape-lite,j540070,SSSP,dota-league,r556909,true,0.0,2.714,0.08
libgrape-lite,j792834,CDLP,dota-league,r507618,true,0.0,2.122,0.095
libgrape-lite,j792834,CDLP,dota-league,r502088,true,0.0,2.138,0.086
libgrape-lite,j792834,CDLP,dota-league,r640196,true,0.0,2.115,0.086
libgrape-lite,j529393,CDLP,datagen-7_8-zf,r555573,true,0.0,23.703,0.284
libgrape-lite,j529393,CDLP,datagen-7_8-zf,r576859,true,0.0,23.363,0.263
libgrape-lite,j529393,CDLP,datagen-7_8-zf,r736805,true,0.0,23.674,0.267
libgrape-lite,j492516,PR,datagen-7_6-fb,r692415,true,0.0,3.082,0.085
libgrape-lite,j492516,PR,datagen-7_6-fb,r683582,true,0.0,3.079,0.086
libgrape-lite,j492516,PR,datagen-7_6-fb,r498761,true,0.0,3.059,0.083
libgrape-lite,j673240,SSSP,datagen-7_8-zf,r577794,true,0.0,27.395,0.129
libgrape-lite,j673240,SSSP,datagen-7_8-zf,r738616,true,0.0,27.187,0.118
libgrape-lite,j673240,SSSP,datagen-7_8-zf,r703537,true,0.0,27.409,0.13
libgrape-lite,j511505,SSSP,datagen-7_7-zf,r908584,true,0.0,22.506,0.102
libgrape-lite,j511505,SSSP,datagen-7_7-zf,r704213,true,0.0,22.584,0.107
libgrape-lite,j511505,SSSP,datagen-7_7-zf,r844152,true,0.0,22.762,0.1
libgrape-lite,j645444,WCC,graph500-22,r469537,true,0.0,4.933,0.039
libgrape-lite,j645444,WCC,graph500-22,r829050,true,0.0,4.897,0.042
libgrape-lite,j645444,WCC,graph500-22,r804880,true,0.0,4.959,0.041
libgrape-lite,j468213,PR,dota-league,r685943,true,0.0,2.116,0.07
libgrape-lite,j468213,PR,dota-league,r589187,true,0.0,2.105,0.07
libgrape-lite,j468213,PR,dota-league,r470513,true,0.0,2.087,0.069
libgrape-lite,j914809,SSSP,datagen-7_6-fb,r918084,true,0.001,3.409,0.024
libgrape-lite,j914809,SSSP,datagen-7_6-fb,r765931,true,0.001,3.433,0.024
libgrape-lite,j914809,SSSP,datagen-7_6-fb,r637310,true,0.001,3.426,0.025
libgrape-lite,j631843,CDLP,datagen-7_7-zf,r652437,true,0.0,19.656,0.237
libgrape-lite,j631843,CDLP,datagen-7_7-zf,r605648,true,0.0,19.82,0.23
libgrape-lite,j631843,CDLP,datagen-7_7-zf,r548395,true,0.0,19.599,0.227
libgrape-lite,j865190,WCC,datagen-7_6-fb,r773014,true,0.0,2.826,0.02
libgrape-lite,j865190,WCC,datagen-7_6-fb,r667882,true,0.0,2.87,0.034
libgrape-lite,j865190,WCC,datagen-7_6-fb,r920207,true,0.0,2.815,0.02
libgrape-lite,j712689,WCC,datagen-7_9-fb,r688771,true,0.0,3.774,0.036
libgrape-lite,j712689,WCC,datagen-7_9-fb,r504722,true,0.0,3.764,0.034
libgrape-lite,j712689,WCC,datagen-7_9-fb,r484195,true,0.0,3.883,0.042
libgrape-lite,j647221,SSSP,datagen-7_9-fb,r550852,true,0.0,4.921,0.046
libgrape-lite,j647221,SSSP,datagen-7_9-fb,r683056,true,0.0,4.895,0.036
libgrape-lite,j647221,SSSP,datagen-7_9-fb,r633798,true,0.0,4.919,0.038
libgrape-lite,j465625,CDLP,datagen-7_5-fb,r463030,true,0.0,2.773,0.12
libgrape-lite,j465625,CDLP,datagen-7_5-fb,r503722,true,0.0,2.851,0.117
libgrape-lite,j465625,CDLP,datagen-7_5-fb,r619291,true,0.0,2.82,0.118
libgrape-lite,j734696,LCC,datagen-7_5-fb,r908863,true,0.0,2.983,0.196
libgrape-lite,j734696,LCC,datagen-7_5-fb,r592370,true,0.0,2.968,0.194
libgrape-lite,j734696,LCC,datagen-7_5-fb,r481286,true,0.0,2.999,0.198
libgrape-lite,j837082,BFS,dota-league,r673557,true,0.0,2.082,0.016
libgrape-lite,j837082,BFS,dota-league,r919421,true,0.0,2.059,0.019
libgrape-lite,j837082,BFS,dota-league,r541847,true,0.0,2.034,0.011
libgrape-lite,j755597,LCC,datagen-7_8-zf,r603317,true,0.0,26.942,0.172
libgrape-lite,j755597,LCC,datagen-7_8-zf,r902740,true,0.0,26.915,0.177
libgrape-lite,j755597,LCC,datagen-7_8-zf,r699785,true,0.0,26.702,0.168
libgrape-lite,j492961,CDLP,graph500-22,r919657,true,0.0,5.079,0.133
libgrape-lite,j492961,CDLP,graph500-22,r515249,true,0.0,5.045,0.122
libgrape-lite,j492961,CDLP,graph500-22,r753813,true,0.0,5.049,0.134
libgrape-lite,j625833,LCC,datagen-7_9-fb,r714463,true,0.0,4.565,0.508
libgrape-lite,j625833,LCC,datagen-7_9-fb,r867614,true,0.0,4.6,0.496
libgrape-lite,j625833,LCC,datagen-7_9-fb,r657191,true,0.0,4.609,0.5
libgrape-lite,j847712,BFS,datagen-7_7-zf,r525796,true,0.0,19.56,0.086
libgrape-lite,j847712,BFS,datagen-7_7-zf,r876404,true,0.0,19.397,0.088
libgrape-lite,j847712,BFS,datagen-7_7-zf,r699739,true,0.0,19.532,0.086
libgrape-lite,j475423,LCC,datagen-7_7-zf,r616698,true,0.0,22.507,0.144
libgrape-lite,j475423,LCC,datagen-7_7-zf,r915739,true,0.0,22.529,0.145
libgrape-lite,j475423,LCC,datagen-7_7-zf,r714304,true,0.0,22.595,0.146
libgrape-lite,j843014,PR,datagen-7_7-zf,r881905,true,0.0,22.504,0.181
libgrape-lite,j843014,PR,datagen-7_7-zf,r583395,true,0.0,22.495,0.17
libgrape-lite,j843014,PR,datagen-7_7-zf,r521006,true,0.0,22.641,0.161
GraphBLAS,j646609,PR,datagen-8_5-fb,r814923,true,0.011,3.478,0.409
GraphBLAS,j646609,PR,datagen-8_5-fb,r756973,true,0.011,3.471,0.403
GraphBLAS,j646609,PR,datagen-8_5-fb,r534841,true,0.011,3.419,0.397
GraphBLAS,j833106,WCC,datagen-8_8-zf,r695939,true,0.011,17.279,2.804
GraphBLAS,j833106,WCC,datagen-8_8-zf,r642995,true,0.011,17.261,2.726
GraphBLAS,j833106,WCC,datagen-8_8-zf,r732746,true,0.011,16.354,2.605
GraphBLAS,j766564,SSSP,datagen-8_6-fb,r510998,true,0.016,10.492,4.909
GraphBLAS,j766564,SSSP,datagen-8_6-fb,r517331,true,0.016,12.858,4.814
GraphBLAS,j766564,SSSP,datagen-8_6-fb,r853969,true,0.016,10.491,4.859
GraphBLAS,j599534,BFS,graph500-25,r751603,true,0.019,5.013,0.178
GraphBLAS,j599534,BFS,graph500-25,r776831,true,0.019,5.027,0.177
GraphBLAS,j599534,BFS,graph500-25,r864251,true,0.019,4.977,0.246
GraphBLAS,j720801,BFS,datagen-8_7-zf,r888003,true,0.01,15.156,1.448
GraphBLAS,j720801,BFS,datagen-8_7-zf,r462053,true,0.01,14.866,1.52
GraphBLAS,j720801,BFS,datagen-8_7-zf,r869754,true,0.01,14.867,1.451
GraphBLAS,j466048,LCC,datagen-8_7-zf,r749382,true,0.01,29.156,6.822
GraphBLAS,j466048,LCC,datagen-8_7-zf,r740691,true,0.01,28.628,6.663
GraphBLAS,j466048,LCC,datagen-8_7-zf,r897664,true,0.01,29.37,7.198
GraphBLAS,j799047,CDLP,datagen-8_6-fb,r611896,true,0.012,6.216,2.666
GraphBLAS,j799047,CDLP,datagen-8_6-fb,r911135,true,0.012,6.372,2.723
GraphBLAS,j799047,CDLP,datagen-8_6-fb,r513245,true,0.012,6.164,2.618
GraphBLAS,j574117,CDLP,datagen-8_7-zf,r736973,true,0.01,34.241,17.535
GraphBLAS,j574117,CDLP,datagen-8_7-zf,r618477,true,0.01,33.308,17.141
GraphBLAS,j574117,CDLP,datagen-8_7-zf,r533949,true,0.01,33.736,17.035
GraphBLAS,j799443,LCC,datagen-8_6-fb,r569339,true,0.012,23.209,16.536
GraphBLAS,j799443,LCC,datagen-8_6-fb,r853041,true,0.012,20.499,16.301
GraphBLAS,j799443,LCC,datagen-8_6-fb,r535641,true,0.012,20.375,16.34
GraphBLAS,j461575,LCC,datagen-8_8-zf,r909296,true,0.011,33.512,7.577
GraphBLAS,j461575,LCC,datagen-8_8-zf,r534228,true,0.011,34.669,8.051
GraphBLAS,j461575,LCC,datagen-8_8-zf,r640011,true,0.011,33.416,7.691
GraphBLAS,j589760,WCC,datagen-8_6-fb,r583968,true,0.012,3.471,0.129
GraphBLAS,j589760,WCC,datagen-8_6-fb,r658368,true,0.012,3.63,0.141
GraphBLAS,j589760,WCC,datagen-8_6-fb,r724378,true,0.012,3.604,0.14
GraphBLAS,j866861,CDLP,datagen-8_8-zf,r478352,true,0.011,38.519,20.267
GraphBLAS,j866861,CDLP,datagen-8_8-zf,r621428,true,0.011,38.959,20.72
GraphBLAS,j866861,CDLP,datagen-8_8-zf,r854730,true,0.011,40.344,19.62
GraphBLAS,j547726,BFS,datagen-8_8-zf,r486426,true,0.011,16.685,1.771
GraphBLAS,j547726,BFS,datagen-8_8-zf,r638844,true,0.011,16.685,1.776
GraphBLAS,j547726,BFS,datagen-8_8-zf,r544582,true,0.011,17.621,1.85
GraphBLAS,j760891,BFS,datagen-8_5-fb,r790866,true,0.011,2.733,0.07
GraphBLAS,j760891,BFS,datagen-8_5-fb,r698877,true,0.011,4.114,0.072
GraphBLAS,j760891,BFS,datagen-8_5-fb,r667337,true,0.011,2.573,0.067
GraphBLAS,j675304,CDLP,graph500-25,r878019,true,0.019,12.614,4.775
GraphBLAS,j675304,CDLP,graph500-25,r758291,true,0.019,9.687,4.925
GraphBLAS,j675304,CDLP,graph500-25,r649763,true,0.019,9.838,4.928
GraphBLAS,j859121,WCC,datagen-8_7-zf,r476770,true,0.01,16.89,2.037
GraphBLAS,j859121,WCC,datagen-8_7-zf,r544184,true,0.01,14.89,2.358
GraphBLAS,j859121,WCC,datagen-8_7-zf,r629687,true,0.01,15.448,2.523
GraphBLAS,j784466,SSSP,datagen-8_5-fb,r880130,true,0.009,10.138,4.363
GraphBLAS,j784466,SSSP,datagen-8_5-fb,r883257,true,0.009,8.7,4.485
GraphBLAS,j784466,SSSP,datagen-8_5-fb,r591011,true,0.009,8.138,4.129
GraphBLAS,j788741,PR,graph500-25,r919495,true,0.019,7.508,0.916
GraphBLAS,j788741,PR,graph500-25,r805769,true,0.019,7.592,0.932
GraphBLAS,j788741,PR,graph500-25,r520958,true,0.019,7.462,0.968
GraphBLAS,j748262,SSSP,datagen-8_9-fb,r771411,true,0.01,19.166,9.771
GraphBLAS,j748262,SSSP,datagen-8_9-fb,r678024,true,0.01,19.159,9.747
GraphBLAS,j748262,SSSP,datagen-8_9-fb,r647611,true,0.01,25.027,9.767
GraphBLAS,j741091,CDLP,datagen-8_5-fb,r599798,true,0.011,4.733,2.163
GraphBLAS,j741091,CDLP,datagen-8_5-fb,r898682,true,0.011,4.7,2.176
GraphBLAS,j741091,CDLP,datagen-8_5-fb,r474577,true,0.011,4.686,2.138
GraphBLAS,j782061,PR,datagen-8_6-fb,r533191,true,0.012,4.603,0.555
GraphBLAS,j782061,PR,datagen-8_6-fb,r887544,true,0.012,4.744,0.558
GraphBLAS,j782061,PR,datagen-8_6-fb,r906268,true,0.012,4.557,0.546
GraphBLAS,j467460,WCC,datagen-8_9-fb,r751526,true,0.013,6.083,0.285
GraphBLAS,j467460,WCC,datagen-8_9-fb,r572169,true,0.013,6.166,0.269
GraphBLAS,j467460,WCC,datagen-8_9-fb,r644773,true,0.013,6.264,0.252
GraphBLAS,j720173,LCC,graph500-25,r503750,true,0.019,133.115,127.209
GraphBLAS,j720173,LCC,graph500-25,r697215,true,0.019,133.433,127.48
GraphBLAS,j720173,LCC,graph500-25,r805755,true,0.019,133.065,127.039
GraphBLAS,j667313,SSSP,datagen-8_8-zf,r694472,true,0.01,63.532,27.807
GraphBLAS,j667313,SSSP,datagen-8_8-zf,r820648,true,0.01,58.989,26.047
GraphBLAS,j667313,SSSP,datagen-8_8-zf,r564327,true,0.01,59.344,26.887
GraphBLAS,j536248,BFS,datagen-8_9-fb,r859527,true,0.013,6.113,0.181
GraphBLAS,j536248,BFS,datagen-8_9-fb,r812820,true,0.013,6.038,0.181
GraphBLAS,j536248,BFS,datagen-8_9-fb,r734738,true,0.013,5.936,0.167
GraphBLAS,j686877,WCC,datagen-8_5-fb,r744505,true,0.011,2.635,0.098
GraphBLAS,j686877,WCC,datagen-8_5-fb,r534392,true,0.011,2.995,0.125
GraphBLAS,j686877,WCC,datagen-8_5-fb,r682201,true,0.011,2.691,0.098
GraphBLAS,j775980,LCC,datagen-8_5-fb,r567816,true,0.011,14.926,11.865
GraphBLAS,j775980,LCC,datagen-8_5-fb,r825452,true,0.011,14.656,11.755
GraphBLAS,j775980,LCC,datagen-8_5-fb,r736546,true,0.011,14.933,11.93
GraphBLAS,j765985,PR,datagen-8_8-zf,r709420,true,0.011,34.44,3.699
GraphBLAS,j765985,PR,datagen-8_8-zf,r541391,true,0.011,33.955,3.455
GraphBLAS,j765985,PR,datagen-8_8-zf,r565211,true,0.011,34.074,3.526
GraphBLAS,j612369,PR,datagen-8_7-zf,r575108,true,0.01,29.794,3.048
GraphBLAS,j612369,PR,datagen-8_7-zf,r642146,true,0.01,29.713,2.957
GraphBLAS,j612369,PR,datagen-8_7-zf,r705912,true,0.01,30.3,3.019
GraphBLAS,j570445,LCC,datagen-8_9-fb,r752922,true,0.013,42.867,35.929
GraphBLAS,j570445,LCC,datagen-8_9-fb,r843505,true,0.013,42.102,35.444
GraphBLAS,j570445,LCC,datagen-8_9-fb,r580111,true,0.013,42.96,35.832
GraphBLAS,j672489,PR,datagen-8_9-fb,r817042,true,0.013,8.068,1.077
GraphBLAS,j672489,PR,datagen-8_9-fb,r696376,true,0.013,7.837,1.103
GraphBLAS,j672489,PR,datagen-8_9-fb,r499009,true,0.013,7.966,1.088
GraphBLAS,j678604,SSSP,datagen-8_7-zf,r916017,true,0.013,48.586,19.945
GraphBLAS,j678604,SSSP,datagen-8_7-zf,r876071,true,0.013,51.194,20.296
GraphBLAS,j678604,SSSP,datagen-8_7-zf,r611215,true,0.013,50.702,21.254
GraphBLAS,j639195,BFS,datagen-8_6-fb,r811782,true,0.012,3.463,0.091
GraphBLAS,j639195,BFS,datagen-8_6-fb,r706681,true,0.012,3.664,0.113
GraphBLAS,j639195,BFS,datagen-8_6-fb,r618943,true,0.012,3.6,0.095
GraphBLAS,j882267,WCC,graph500-25,r574864,true,0.019,4.963,0.391
GraphBLAS,j882267,WCC,graph500-25,r727622,true,0.019,5.066,0.331
GraphBLAS,j882267,WCC,graph500-25,r607967,true,0.019,5.076,0.368
GraphBLAS,j561089,CDLP,datagen-8_9-fb,r623435,true,0.013,11.221,5.338
GraphBLAS,j561089,CDLP,datagen-8_9-fb,r700437,true,0.013,15.111,5.255
GraphBLAS,j561089,CDLP,datagen-8_9-fb,r577471,true,0.013,11.177,5.267
GraphBLAS,j503571,LCC,datagen-8_0-fb,r704023,true,0.021,4.765,3.624
GraphBLAS,j503571,LCC,datagen-8_0-fb,r578257,true,0.021,4.914,3.733
GraphBLAS,j503571,LCC,datagen-8_0-fb,r530918,true,0.021,4.966,3.795
GraphBLAS,j795784,BFS,graph500-23,r718322,true,0.01,1.452,0.061
GraphBLAS,j795784,BFS,graph500-23,r749050,true,0.01,1.43,0.059
GraphBLAS,j795784,BFS,graph500-23,r682476,true,0.01,1.456,0.058
GraphBLAS,j511235,LCC,datagen-8_4-fb,r605555,true,0.019,12.138,9.621
GraphBLAS,j511235,LCC,datagen-8_4-fb,r689439,true,0.019,12.047,9.605
GraphBLAS,j511235,LCC,datagen-8_4-fb,r488450,true,0.019,12.247,9.67
GraphBLAS,j606496,PR,datagen-8_1-fb,r708478,true,0.011,1.653,0.145
GraphBLAS,j606496,PR,datagen-8_1-fb,r548052,true,0.011,1.642,0.154
GraphBLAS,j606496,PR,datagen-8_1-fb,r474970,true,0.011,1.587,0.146
GraphBLAS,j772164,PR,graph500-24,r736995,true,0.022,3.851,0.432
GraphBLAS,j772164,PR,graph500-24,r647590,true,0.022,3.79,0.445
GraphBLAS,j772164,PR,graph500-24,r780255,true,0.022,3.822,0.437
GraphBLAS,j528418,SSSP,datagen-8_4-fb,r861625,true,0.01,7.0,3.528
GraphBLAS,j528418,SSSP,datagen-8_4-fb,r490510,true,0.01,8.577,3.74
GraphBLAS,j528418,SSSP,datagen-8_4-fb,r743872,true,0.01,7.051,3.65
GraphBLAS,j871167,CDLP,datagen-8_2-zf,r645242,true,0.02,10.468,5.275
GraphBLAS,j871167,CDLP,datagen-8_2-zf,r813564,true,0.02,10.738,5.311
GraphBLAS,j871167,CDLP,datagen-8_2-zf,r874578,true,0.02,10.436,5.256
GraphBLAS,j512164,BFS,datagen-8_4-fb,r562286,true,0.019,2.267,0.052
GraphBLAS,j512164,BFS,datagen-8_4-fb,r474862,true,0.019,2.243,0.053
GraphBLAS,j512164,BFS,datagen-8_4-fb,r636930,true,0.019,2.223,0.048
GraphBLAS,j777032,PR,datagen-8_0-fb,r797297,true,0.021,1.364,0.122
GraphBLAS,j777032,PR,datagen-8_0-fb,r666556,true,0.021,1.355,0.118
GraphBLAS,j777032,PR,datagen-8_0-fb,r580870,true,0.021,1.357,0.117
GraphBLAS,j631407,PR,datagen-8_3-zf,r643958,true,0.025,11.935,1.186
GraphBLAS,j631407,PR,datagen-8_3-zf,r688033,true,0.025,11.948,1.296
GraphBLAS,j631407,PR,datagen-8_3-zf,r771548,true,0.025,11.937,1.194
GraphBLAS,j614812,WCC,graph500-23,r604156,true,0.01,1.439,0.089
GraphBLAS,j614812,WCC,graph500-23,r885492,true,0.01,2.325,0.087
GraphBLAS,j614812,WCC,graph500-23,r822341,true,0.01,1.438,0.087
GraphBLAS,j710136,CDLP,datagen-8_4-fb,r741544,true,0.019,3.963,1.824
GraphBLAS,j710136,CDLP,datagen-8_4-fb,r893657,true,0.019,3.932,1.803
GraphBLAS,j710136,CDLP,datagen-8_4-fb,r473886,true,0.019,3.964,1.774
GraphBLAS,j628899,LCC,graph500-23,r480055,true,0.01,21.929,20.21
GraphBLAS,j628899,LCC,graph500-23,r756508,true,0.01,21.843,20.182
GraphBLAS,j628899,LCC,graph500-23,r856388,true,0.01,21.876,20.217
GraphBLAS,j612719,CDLP,graph500-23,r816653,true,0.01,2.77,1.391
GraphBLAS,j612719,CDLP,graph500-23,r590570,true,0.01,2.877,1.431
GraphBLAS,j612719,CDLP,graph500-23,r888269,true,0.01,2.883,1.418
GraphBLAS,j713285,CDLP,datagen-8_1-fb,r558199,true,0.011,2.164,0.963
GraphBLAS,j713285,CDLP,datagen-8_1-fb,r785415,true,0.011,2.247,0.987
GraphBLAS,j713285,CDLP,datagen-8_1-fb,r892559,true,0.011,2.125,0.951
GraphBLAS,j826525,BFS,graph500-24,r545586,true,0.022,2.593,0.093
GraphBLAS,j826525,BFS,graph500-24,r678820,true,0.022,2.646,0.092
GraphBLAS,j826525,BFS,graph500-24,r502999,true,0.022,2.709,0.095
GraphBLAS,j507287,CDLP,datagen-8_0-fb,r762920,true,0.021,1.822,0.795
GraphBLAS,j507287,CDLP,datagen-8_0-fb,r762200,true,0.021,1.806,0.799
GraphBLAS,j507287,CDLP,datagen-8_0-fb,r916314,true,0.021,1.834,0.794
GraphBLAS,j546499,LCC,graph500-24,r917999,true,0.022,53.431,50.261
GraphBLAS,j546499,LCC,graph500-24,r687117,true,0.022,53.562,50.34
GraphBLAS,j546499,LCC,graph500-24,r513344,true,0.022,53.175,50.016
GraphBLAS,j804574,PR,graph500-23,r905675,true,0.01,2.087,0.214
GraphBLAS,j804574,PR,graph500-23,r527979,true,0.01,2.081,0.217
GraphBLAS,j804574,PR,graph500-23,r586639,true,0.01,2.143,0.227
GraphBLAS,j667677,PR,datagen-8_2-zf,r553174,true,0.02,9.715,0.978
GraphBLAS,j667677,PR,datagen-8_2-zf,r745559,true,0.02,10.885,0.962
GraphBLAS,j667677,PR,datagen-8_2-zf,r799194,true,0.02,9.774,0.943
GraphBLAS,j792269,LCC,datagen-8_2-zf,r719763,true,0.02,9.335,2.287
GraphBLAS,j792269,LCC,datagen-8_2-zf,r822486,true,0.02,9.416,2.304
GraphBLAS,j792269,LCC,datagen-8_2-zf,r693187,true,0.02,9.311,2.319
GraphBLAS,j637049,CDLP,datagen-8_3-zf,r867299,true,0.025,12.742,6.534
GraphBLAS,j637049,CDLP,datagen-8_3-zf,r587448,true,0.025,13.561,6.505
GraphBLAS,j637049,CDLP,datagen-8_3-zf,r884988,true,0.025,12.834,6.497
GraphBLAS,j482977,BFS,datagen-8_3-zf,r919311,true,0.025,5.69,0.553
GraphBLAS,j482977,BFS,datagen-8_3-zf,r805649,true,0.025,5.676,0.616
GraphBLAS,j482977,BFS,datagen-8_3-zf,r489097,true,0.025,5.618,0.571
GraphBLAS,j702188,BFS,datagen-8_2-zf,r833376,true,0.02,4.746,0.468
GraphBLAS,j702188,BFS,datagen-8_2-zf,r734106,true,0.02,4.546,0.461
GraphBLAS,j702188,BFS,datagen-8_2-zf,r851718,true,0.02,4.699,0.48
GraphBLAS,j867151,LCC,datagen-8_3-zf,r819505,true,0.025,11.22,2.782
GraphBLAS,j867151,LCC,datagen-8_3-zf,r602938,true,0.025,11.402,2.768
GraphBLAS,j867151,LCC,datagen-8_3-zf,r692741,true,0.025,11.325,2.88
GraphBLAS,j473360,SSSP,datagen-8_2-zf,r713698,true,0.013,16.337,7.229
GraphBLAS,j473360,SSSP,datagen-8_2-zf,r858278,true,0.013,16.83,7.545
GraphBLAS,j473360,SSSP,datagen-8_2-zf,r809666,true,0.013,17.287,7.372
GraphBLAS,j642130,WCC,datagen-8_4-fb,r874035,true,0.019,2.219,0.068
GraphBLAS,j642130,WCC,datagen-8_4-fb,r782475,true,0.019,2.185,0.07
GraphBLAS,j642130,WCC,datagen-8_4-fb,r855953,true,0.019,3.486,0.107
GraphBLAS,j558510,LCC,datagen-8_1-fb,r821068,true,0.011,6.004,4.625
GraphBLAS,j558510,LCC,datagen-8_1-fb,r502774,true,0.011,6.048,4.705
GraphBLAS,j558510,LCC,datagen-8_1-fb,r880585,true,0.011,6.093,4.703
GraphBLAS,j626092,WCC,graph500-24,r703004,true,0.022,2.618,0.159
GraphBLAS,j626092,WCC,graph500-24,r635292,true,0.022,3.897,0.16
GraphBLAS,j626092,WCC,graph500-24,r732710,true,0.022,2.659,0.165
GraphBLAS,j888170,WCC,datagen-8_2-zf,r819295,true,0.02,5.542,0.618
GraphBLAS,j888170,WCC,datagen-8_2-zf,r885257,true,0.02,4.654,0.613
GraphBLAS,j888170,WCC,datagen-8_2-zf,r671917,true,0.02,4.568,0.63
GraphBLAS,j513270,WCC,datagen-8_0-fb,r554466,true,0.021,1.092,0.036
GraphBLAS,j513270,WCC,datagen-8_0-fb,r581199,true,0.021,1.132,0.036
GraphBLAS,j513270,WCC,datagen-8_0-fb,r722322,true,0.021,1.096,0.036
GraphBLAS,j845876,SSSP,datagen-8_0-fb,r589679,true,0.012,3.102,1.579
GraphBLAS,j845876,SSSP,datagen-8_0-fb,r733258,true,0.012,3.122,1.59
GraphBLAS,j845876,SSSP,datagen-8_0-fb,r596003,true,0.012,3.979,1.662
GraphBLAS,j544004,PR,datagen-8_4-fb,r915465,true,0.019,2.85,0.288
GraphBLAS,j544004,PR,datagen-8_4-fb,r842546,true,0.019,2.912,0.28
GraphBLAS,j544004,PR,datagen-8_4-fb,r522390,true,0.019,2.85,0.285
GraphBLAS,j602473,BFS,datagen-8_0-fb,r760652,true,0.021,1.092,0.028
GraphBLAS,j602473,BFS,datagen-8_0-fb,r661973,true,0.021,2.138,0.03
GraphBLAS,j602473,BFS,datagen-8_0-fb,r669565,true,0.021,1.082,0.028
