platform,job,algorithm,dataset,run,success,load_time,makespan,processing_time
libgrape-gpu,j782920,PR,datagen-9_1-fb,r532605,true,0.0,29.729,0.095
libgrape-gpu,j538354,SSSP,datagen-9_4-fb,r641879,true,0.0,191.691,0.055
libgrape-gpu,j538354,SSSP,datagen-9_4-fb,r647825,true,0.0,56.825,0.054
libgrape-gpu,j538354,SSSP,datagen-9_4-fb,r666249,true,0.0,54.185,0.056
libgrape-gpu,j612578,BFS,twitter_mpi,r749686,true,0.0,65.495,0.049
libgrape-gpu,j612578,BFS,twitter_mpi,r680518,true,0.0,65.991,0.059
libgrape-gpu,j612578,BFS,twitter_mpi,r494910,true,0.0,63.572,0.052
libgrape-gpu,j648242,LCC,com-friendster,r894675,true,0.0,146.735,0.716
libgrape-gpu,j648242,LCC,com-friendster,r766127,true,0.0,147.203,0.711
libgrape-gpu,j648242,LCC,com-friendster,r665972,true,0.0,147.039,0.681
libgrape-gpu,j843842,BFS,com-friendster,r746480,true,0.0,76.303,0.034
libgrape-gpu,j843842,BFS,com-friendster,r837243,true,0.0,148.988,0.042
libgrape-gpu,j843842,BFS,com-friendster,r909676,true,0.0,81.753,0.033
libgrape-gpu,j567754,PR,datagen-9_4-fb,r533237,true,0.0,48.901,0.217
libgrape-gpu,j567754,PR,datagen-9_4-fb,r739310,true,0.0,116.969,0.22
libgrape-gpu,j567754,PR,datagen-9_4-fb,r496801,true,0.0,48.478,0.215
libgrape-gpu,j732504,CDLP,twitter_mpi,r887761,true,0.0,80.856,4.083
libgrape-gpu,j732504,CDLP,twitter_mpi,r695292,true,0.0,80.394,4.139
libgrape-gpu,j732504,CDLP,twitter_mpi,r825644,true,0.0,80.968,4.126
libgrape-gpu,j662714,WCC,graph500-26,r899266,true,0.0,50.243,0.13
libgrape-gpu,j662714,WCC,graph500-26,r530007,true,0.0,51.23,0.128
libgrape-gpu,j662714,WCC,graph500-26,r573980,true,0.0,49.756,0.131
libgrape-gpu,j562861,CDLP,graph500-26,r646303,true,0.0,59.873,0.62
libgrape-gpu,j562861,CDLP,graph500-26,r549881,true,0.0,57.592,0.588
libgrape-gpu,j562861,CDLP,graph500-26,r701836,true,0.0,59.882,0.593
libgrape-gpu,j806392,WCC,datagen-9_0-fb,r865642,true,0.0,26.235,0.04
libgrape-gpu,j806392,WCC,datagen-9_0-fb,r800759,true,0.0,55.955,0.052
libgrape-gpu,j806392,WCC,datagen-9_0-fb,r541038,true,0.0,26.08,0.036
libgrape-gpu,j544270,CDLP,datagen-9_2-zf,r865611,true,0.0,350.85,0.914
libgrape-gpu,j544270,CDLP,datagen-9_2-zf,r790430,true,0.0,379.467,0.917
libgrape-gpu,j544270,CDLP,datagen-9_2-zf,r889209,true,0.0,413.603,0.92
libgrape-gpu,j620558,CDLP,datagen-9_3-zf,r654002,true,0.0,456.532,1.145
libgrape-gpu,j620558,CDLP,datagen-9_3-zf,r480646,true,0.0,455.412,1.163
libgrape-gpu,j620558,CDLP,datagen-9_3-zf,r700046,true,0.0,443.73,1.161
libgrape-gpu,j878488,SSSP,datagen-9_3-zf,r681852,true,0.0,539.99,0.217
libgrape-gpu,j878488,SSSP,datagen-9_3-zf,r805453,true,0.0,439.56,0.202
libgrape-gpu,j878488,SSSP,datagen-9_3-zf,r789001,true,0.0,455.085,0.18
libgrape-gpu,j910561,LCC,graph500-26,r519821,true,0.0,86.317,1.988
libgrape-gpu,j910561,LCC,graph500-26,r517691,true,0.0,88.899,1.992
libgrape-gpu,j910561,LCC,graph500-26,r651261,true,0.0,90.265,1.999
libgrape-gpu,j617796,LCC,datagen-9_0-fb,r522143,true,0.0,40.938,0.368
libgrape-gpu,j617796,LCC,datagen-9_0-fb,r655130,true,0.0,41.346,0.359
libgrape-gpu,j617796,LCC,datagen-9_0-fb,r662905,true,0.0,40.378,0.354
libgrape-gpu,j465162,WCC,datagen-9_3-zf,r882319,true,0.0,495.548,0.456
libgrape-gpu,j465162,WCC,datagen-9_3-zf,r835307,true,0.0,453.783,0.455
libgrape-gpu,j465162,WCC,datagen-9_3-zf,r527526,true,0.0,491.722,0.408
libgrape-gpu,j742940,SSSP,datagen-9_0-fb,r555072,true,0.0,28.538,0.021
libgrape-gpu,j742940,SSSP,datagen-9_0-fb,r509541,true,0.0,32.044,0.022
libgrape-gpu,j742940,SSSP,datagen-9_0-fb,r483084,true,0.0,88.111,0.023
libgrape-gpu,j820717,CDLP,datagen-9_4-fb,r691703,true,0.0,54.97,1.291
libgrape-gpu,j820717,CDLP,datagen-9_4-fb,r638183,true,0.0,56.905,1.316
libgrape-gpu,j820717,CDLP,datagen-9_4-fb,r672556,true,0.0,54.96,1.303
libgrape-gpu,j574205,WCC,graph500-27,r835041,true,0.0,79.475,0.362
libgrape-gpu,j574205,WCC,graph500-27,r703068,true,0.0,82.869,0.362
libgrape-gpu,j574205,WCC,graph500-27,r562060,true,0.0,78.048,0.361
libgrape-gpu,j519883,PR,datagen-sf3k-fb,r881659,true,0.0,52.786,0.252
libgrape-gpu,j519883,PR,datagen-sf3k-fb,r538971,true,0.0,52.308,0.252
libgrape-gpu,j519883,PR,datagen-sf3k-fb,r750971,true,0.0,51.696,0.254
libgrape-gpu,j547699,SSSP,datagen-9_2-zf,r504161,true,0.0,402.391,0.139
libgrape-gpu,j547699,SSSP,datagen-9_2-zf,r682774,true,0.0,432.077,0.137
libgrape-gpu,j547699,SSSP,datagen-9_2-zf,r520139,true,0.0,374.222,0.146
libgrape-gpu,j895805,BFS,datagen-9_1-fb,r795797,true,0.0,30.29,0.014
libgrape-gpu,j895805,BFS,datagen-9_1-fb,r791955,true,0.0,28.586,0.019
libgrape-gpu,j895805,BFS,datagen-9_1-fb,r659683,true,0.0,30.365,0.016
libgrape-gpu,j750360,BFS,datagen-9_3-zf,r689805,true,0.0,447.037,0.128
libgrape-gpu,j750360,BFS,datagen-9_3-zf,r826540,true,0.0,472.879,0.121
libgrape-gpu,j750360,BFS,datagen-9_3-zf,r681663,true,0.0,442.208,0.113
libgrape-gpu,j916794,BFS,graph500-27,r903352,true,0.0,167.365,0.024
libgrape-gpu,j916794,BFS,graph500-27,r578877,true,0.0,74.202,0.025
libgrape-gpu,j916794,BFS,graph500-27,r813672,true,0.0,77.648,0.027
libgrape-gpu,j802620,CDLP,datagen-9_0-fb,r671785,true,0.0,27.989,0.604
libgrape-gpu,j802620,CDLP,datagen-9_0-fb,r840777,true,0.0,28.673,0.607
libgrape-gpu,j802620,CDLP,datagen-9_0-fb,r626343,true,0.0,29.648,0.605
libgrape-gpu,j544464,WCC,datagen-9_2-zf,r852795,true,0.0,465.852,0.316
libgrape-gpu,j544464,WCC,datagen-9_2-zf,r508300,true,0.0,384.771,0.319
libgrape-gpu,j544464,WCC,datagen-9_2-zf,r803820,true,0.0,376.02,0.35
Geacompute,j786029,BFS,graph500-28,r775699,true,217.36,7.682,0.5
Geacompute,j786029,BFS,graph500-28,r463001,true,217.36,7.473,0.621
Geacompute,j786029,BFS,graph500-28,r611010,true,217.36,7.644,0.536
Geacompute,j573722,CDLP,graph500-28,r842595,true,217.36,9.958,3.106
Geacompute,j573722,CDLP,graph500-28,r802802,true,217.36,9.88,3.273
Geacompute,j573722,CDLP,graph500-28,r795297,true,217.36,15.843,3.303
Geacompute,j750780,LCC,graph500-28,r524268,true,217.36,49.655,40.923
Geacompute,j750780,LCC,graph500-28,r689243,true,217.36,43.172,33.823
Geacompute,j750780,LCC,graph500-28,r637599,true,217.36,43.249,33.961
Geacompute,j886670,WCC,graph500-22,r867742,true,11.297,1.923,0.046
Geacompute,j886670,WCC,graph500-22,r725117,true,11.297,1.899,0.054
Geacompute,j886670,WCC,graph500-22,r846853,true,11.297,1.902,0.063
Geacompute,j465509,CDLP,graph500-22,r532059,true,11.297,1.953,0.13
Geacompute,j465509,CDLP,graph500-22,r864068,true,11.297,1.947,0.126
Geacompute,j465509,CDLP,graph500-22,r594284,true,11.297,1.959,0.146
Geacompute,j763952,PR,graph500-22,r896169,true,11.297,1.952,0.07
Geacompute,j763952,PR,graph500-22,r599153,true,11.297,1.916,0.071
Geacompute,j763952,PR,graph500-22,r472400,true,11.297,1.937,0.071
Geacompute,j882106,BFS,graph500-22,r624673,true,11.297,1.859,0.009
Geacompute,j882106,BFS,graph500-22,r754589,true,11.297,1.865,0.011
Geacompute,j882106,BFS,graph500-22,r821729,true,11.297,1.862,0.009
Geacompute,j872398,CDLP,datagen-9_2-zf,r477516,true,96.619,21.778,1.193
Geacompute,j872398,CDLP,datagen-9_2-zf,r778476,true,96.619,21.878,1.768
Geacompute,j872398,CDLP,datagen-9_2-zf,r658371,true,96.619,21.43,1.196
Geacompute,j911563,BFS,graph500-29,r736806,true,411.648,11.753,0.848
Geacompute,j911563,BFS,graph500-29,r696594,true,411.648,11.861,0.702
Geacompute,j911563,BFS,graph500-29,r495101,true,411.648,11.677,0.88
Geacompute,j527590,CDLP,graph500-29,r758855,true,411.648,18.545,5.454
Geacompute,j527590,CDLP,graph500-29,r863437,true,411.648,15.967,5.44
Geacompute,j527590,CDLP,graph500-29,r829633,true,411.648,16.053,5.396
Geacompute,j721973,SSSP,datagen-9_0-fb,r830367,true,133.333,6.341,0.282
Geacompute,j721973,SSSP,datagen-9_0-fb,r797132,true,133.333,7.201,0.287
Geacompute,j721973,SSSP,datagen-9_0-fb,r552226,true,133.333,6.437,0.446
Geacompute,j723790,WCC,datagen-9_1-fb,r860111,true,120.289,4.405,0.175
Geacompute,j723790,WCC,datagen-9_1-fb,r841534,true,120.289,4.402,0.149
Geacompute,j723790,WCC,datagen-9_1-fb,r653897,true,120.289,5.349,0.135
Geacompute,j606767,BFS,datagen-9_1-fb,r853984,true,120.289,4.118,0.027
Geacompute,j606767,BFS,datagen-9_1-fb,r688890,true,120.289,4.875,0.415
Geacompute,j606767,BFS,datagen-9_1-fb,r518086,true,120.289,4.119,0.028
Geacompute,j515546,BFS,datagen-9_3-zf,r499954,true,137.045,22.829,0.45
Geacompute,j515546,BFS,datagen-9_3-zf,r785389,true,137.045,21.642,0.429
Geacompute,j515546,BFS,datagen-9_3-zf,r520084,true,137.045,21.612,0.449
Geacompute,j569213,BFS,graph500-26,r559189,true,83.324,5.885,0.062
Geacompute,j569213,BFS,graph500-26,r552569,true,83.324,5.144,0.079
Geacompute,j569213,BFS,graph500-26,r704439,true,83.324,5.187,0.112
Geacompute,j919922,PR,datagen-9_3-zf,r768014,true,188.914,28.446,0.984
Geacompute,j919922,PR,datagen-9_3-zf,r666389,true,188.914,27.879,0.98
Geacompute,j919922,PR,datagen-9_3-zf,r769038,true,188.914,29.076,1.011
Geacompute,j528232,CDLP,datagen-sf10k-fb,r680338,true,386.953,10.192,2.779
Geacompute,j528232,CDLP,datagen-sf10k-fb,r777062,true,386.953,9.977,2.73
Geacompute,j528232,CDLP,datagen-sf10k-fb,r574036,true,386.953,14.833,2.776
Geacompute,j735782,SSSP,datagen-sf10k-fb,r482596,true,635.735,13.131,0.782
Geacompute,j735782,SSSP,datagen-sf10k-fb,r820216,true,635.735,10.283,0.836
Geacompute,j735782,SSSP,datagen-sf10k-fb,r789793,true,635.735,9.594,0.824
Geacompute,j542580,LCC,datagen-sf10k-fb,r508706,true,386.953,21.306,12.253
Geacompute,j542580,LCC,datagen-sf10k-fb,r722748,true,386.953,20.332,11.665
Geacompute,j542580,LCC,datagen-sf10k-fb,r522571,true,386.953,20.484,11.829
Geacompute,j581361,LCC,graph500-26,r903191,true,63.256,14.674,10.46
Geacompute,j581361,LCC,graph500-26,r906568,true,63.256,14.452,10.345
Geacompute,j581361,LCC,graph500-26,r780033,true,63.256,14.459,9.887
Geacompute,j482237,CDLP,graph500-26,r850190,true,63.256,5.203,1.324
Geacompute,j482237,CDLP,graph500-26,r656296,true,63.256,4.956,1.339
Geacompute,j482237,CDLP,graph500-26,r644784,true,63.256,5.154,1.27
Geacompute,j473655,LCC,datagen-9_0-fb,r692076,true,56.637,5.813,2.37
Geacompute,j473655,LCC,datagen-9_0-fb,r815877,true,56.637,5.818,2.382
Geacompute,j473655,LCC,datagen-9_0-fb,r572576,true,56.637,6.183,2.457
Geacompute,j482517,CDLP,datagen-8_7-zf,r473154,true,41.937,9.67,1.076
Geacompute,j482517,CDLP,datagen-8_7-zf,r620338,true,41.937,9.443,0.901
Geacompute,j482517,CDLP,datagen-8_7-zf,r630669,true,41.937,9.852,1.252
Geacompute,j810960,LCC,datagen-8_7-zf,r590782,true,41.937,7.6,0.38
Geacompute,j810960,LCC,datagen-8_7-zf,r910500,true,41.937,7.64,0.381
Geacompute,j810960,LCC,datagen-8_7-zf,r728636,true,41.937,7.693,0.417
Geacompute,j587249,BFS,dota-league,r739312,true,11.271,1.714,0.027
Geacompute,j587249,BFS,dota-league,r645312,true,11.271,1.742,0.034
Geacompute,j587249,BFS,dota-league,r744953,true,11.271,1.833,0.039
Geacompute,j722013,CDLP,datagen-9_0-fb,r850819,true,55.839,4.939,1.194
Geacompute,j722013,CDLP,datagen-9_0-fb,r591125,true,55.839,4.495,1.113
Geacompute,j722013,CDLP,datagen-9_0-fb,r745004,true,55.839,4.721,1.041
Geacompute,j829100,BFS,datagen-9_2-zf,r552436,true,129.106,19.916,0.6
Geacompute,j829100,BFS,datagen-9_2-zf,r809617,true,129.106,21.665,0.489
Geacompute,j829100,BFS,datagen-9_2-zf,r597035,true,129.106,26.385,0.52
Geacompute,j916857,LCC,graph500-22,r874700,true,13.2,3.302,1.341
Geacompute,j916857,LCC,graph500-22,r622872,true,13.2,3.336,1.374
Geacompute,j916857,LCC,graph500-22,r774010,true,13.2,3.354,1.389
Geacompute,j746166,WCC,graph500-28,r819369,true,270.771,9.662,0.633
Geacompute,j746166,WCC,graph500-28,r535113,true,270.771,10.001,0.64
Geacompute,j746166,WCC,graph500-28,r463638,true,270.771,9.634,0.6
Geacompute,j649151,PR,graph500-28,r798702,true,270.771,13.726,6.062
Geacompute,j649151,PR,graph500-28,r760222,true,270.771,13.785,6.207
Geacompute,j649151,PR,graph500-28,r895917,true,270.771,14.08,6.113
Geacompute,j481737,PR,dota-league,r497015,true,10.044,1.681,0.016
Geacompute,j481737,PR,dota-league,r815207,true,10.044,1.726,0.016
Geacompute,j481737,PR,dota-league,r601050,true,10.044,1.716,0.017
Geacompute,j795844,SSSP,dota-league,r874510,true,14.064,1.879,0.03
Geacompute,j795844,SSSP,dota-league,r585876,true,14.064,1.864,0.032
Geacompute,j795844,SSSP,dota-league,r916364,true,14.064,1.861,0.031
Geacompute,j549117,CDLP,dota-league,r638047,true,10.044,1.761,0.071
Geacompute,j549117,CDLP,dota-league,r656673,true,10.044,1.756,0.076
Geacompute,j549117,CDLP,dota-league,r635386,true,10.044,1.761,0.068
Geacompute,j569135,BFS,dota-league,r677560,true,10.044,1.734,0.006
Geacompute,j569135,BFS,dota-league,r759649,true,10.044,1.714,0.003
Geacompute,j569135,BFS,dota-league,r794699,true,10.044,1.684,0.003
Geacompute,j624668,CDLP,datagen-8_1-fb,r652140,true,16.342,2.912,0.393
Geacompute,j624668,CDLP,datagen-8_1-fb,r501701,true,16.342,2.933,0.397
Geacompute,j624668,CDLP,datagen-8_1-fb,r777071,true,16.342,2.852,0.345
Geacompute,j486007,LCC,datagen-9_3-zf,r859730,true,143.269,19.413,0.69
Geacompute,j486007,LCC,datagen-9_3-zf,r715986,true,143.269,19.497,0.68
Geacompute,j486007,LCC,datagen-9_3-zf,r888168,true,143.269,19.944,0.685
Geacompute,j717524,CDLP,datagen-9_3-zf,r851209,true,143.269,27.225,1.812
Geacompute,j717524,CDLP,datagen-9_3-zf,r653826,true,143.269,28.048,1.616
Geacompute,j717524,CDLP,datagen-9_3-zf,r814568,true,143.269,28.297,1.884
Geacompute,j860651,WCC,graph500-30,r896939,true,751.989,28.794,3.202
Geacompute,j860651,WCC,graph500-30,r922121,true,751.989,26.319,1.955
Geacompute,j860651,WCC,graph500-30,r848958,true,751.989,24.449,1.968
Geacompute,j831581,LCC,graph500-30,r847584,true,751.989,322.387,297.661
Geacompute,j831581,LCC,graph500-30,r742248,true,751.989,281.247,255.353
Geacompute,j831581,LCC,graph500-30,r628052,true,751.989,285.26,260.202
Geacompute,j533893,BFS,graph500-30,r807429,true,751.989,18.403,0.975
Geacompute,j533893,BFS,graph500-30,r719787,true,751.989,19.007,0.94
Geacompute,j533893,BFS,graph500-30,r581169,true,751.989,18.729,0.892
Geacompute,j648173,CDLP,graph500-30,r741710,true,751.989,27.51,8.273
Geacompute,j648173,CDLP,graph500-30,r703909,true,751.989,25.488,8.178
Geacompute,j648173,CDLP,graph500-30,r865525,true,751.989,25.535,8.099
Geacompute,j715931,PR,graph500-30,r850712,true,751.989,44.278,19.253
Geacompute,j715931,PR,graph500-30,r584293,true,751.989,43.166,19.31
Geacompute,j715931,PR,graph500-30,r768131,true,751.989,162.047,19.642
Geacompute,j481168,WCC,datagen-8_2-zf,r779067,true,22.956,7.216,0.24
Geacompute,j481168,WCC,datagen-8_2-zf,r548984,true,22.956,7.501,0.248
Geacompute,j481168,WCC,datagen-8_2-zf,r647897,true,22.956,7.472,0.252
Geacompute,j552781,LCC,datagen-9_2-zf,r482832,true,133.558,14.108,0.473
Geacompute,j552781,LCC,datagen-9_2-zf,r638980,true,133.558,14.655,0.518
Geacompute,j552781,LCC,datagen-9_2-zf,r461502,true,133.558,14.048,0.469
Geacompute,j750525,PR,datagen-8_5-fb,r471669,true,32.588,2.633,0.302
Geacompute,j750525,PR,datagen-8_5-fb,r574419,true,32.588,2.654,0.309
Geacompute,j750525,PR,datagen-8_5-fb,r865188,true,32.588,2.61,0.307
Geacompute,j812304,WCC,datagen-8_5-fb,r822269,true,32.588,2.401,0.056
Geacompute,j812304,WCC,datagen-8_5-fb,r652324,true,32.588,2.423,0.054
Geacompute,j812304,WCC,datagen-8_5-fb,r780620,true,32.588,2.413,0.052
Geacompute,j663582,BFS,datagen-8_5-fb,r472298,true,32.588,2.318,0.009
Geacompute,j663582,BFS,datagen-8_5-fb,r796718,true,32.588,2.395,0.012
Geacompute,j663582,BFS,datagen-8_5-fb,r558331,true,32.588,2.327,0.011
Geacompute,j546641,SSSP,datagen-8_5-fb,r592123,true,55.262,3.669,0.09
Geacompute,j546641,SSSP,datagen-8_5-fb,r635166,true,55.262,3.114,0.089
Geacompute,j546641,SSSP,datagen-8_5-fb,r689865,true,55.262,3.091,0.089
Geacompute,j919978,BFS,twitter_mpi,r793851,true,258.803,5.955,0.089
Geacompute,j919978,BFS,twitter_mpi,r879778,true,258.803,6.356,0.07
Geacompute,j919978,BFS,twitter_mpi,r692124,true,258.803,6.575,0.07
Geacompute,j912423,WCC,twitter_mpi,r549341,true,258.803,8.778,0.446
Geacompute,j912423,WCC,twitter_mpi,r484827,true,258.803,7.346,0.456
Geacompute,j912423,WCC,twitter_mpi,r597381,true,258.803,7.423,0.445
Geacompute,j763763,WCC,dota-league,r580595,true,12.273,1.328,0.004
Geacompute,j763763,WCC,dota-league,r668377,true,12.273,1.298,0.003
Geacompute,j763763,WCC,dota-league,r864566,true,12.273,1.241,0.002
Geacompute,j479072,WCC,com-friendster,r912818,true,157.755,13.19,0.548
Geacompute,j479072,WCC,com-friendster,r704495,true,157.755,9.828,0.521
Geacompute,j479072,WCC,com-friendster,r773334,true,157.755,9.845,0.524
Geacompute,j691808,CDLP,datagen-8_5-fb,r587396,true,26.967,3.709,0.569
Geacompute,j691808,CDLP,datagen-8_5-fb,r661055,true,26.967,3.563,0.719
Geacompute,j691808,CDLP,datagen-8_5-fb,r864843,true,26.967,3.833,0.574
Geacompute,j843192,LCC,datagen-8_6-fb,r869945,true,30.334,4.627,1.541
Geacompute,j843192,LCC,datagen-8_6-fb,r796825,true,30.334,4.789,1.446
Geacompute,j843192,LCC,datagen-8_6-fb,r551175,true,30.334,4.859,1.451
Geacompute,j811689,CDLP,datagen-8_4-fb,r571999,true,23.497,3.077,0.492
Geacompute,j811689,CDLP,datagen-8_4-fb,r880982,true,23.497,3.051,0.486
Geacompute,j811689,CDLP,datagen-8_4-fb,r609544,true,23.497,3.335,0.473
Geacompute,j556455,BFS,datagen-8_3-zf,r646294,true,21.516,4.809,0.077
Geacompute,j556455,BFS,datagen-8_3-zf,r787532,true,21.516,5.277,0.076
Geacompute,j556455,BFS,datagen-8_3-zf,r790333,true,21.516,4.319,0.097
Geacompute,j544847,PR,datagen-8_3-zf,r915878,true,21.516,5.077,0.43
Geacompute,j544847,PR,datagen-8_3-zf,r649170,true,21.516,4.355,0.347
Geacompute,j544847,PR,datagen-8_3-zf,r687314,true,21.516,5.019,0.347
Geacompute,j581644,BFS,com-friendster,r755604,true,147.711,9.055,0.145
Geacompute,j581644,BFS,com-friendster,r536831,true,147.711,7.929,0.133
Geacompute,j581644,BFS,com-friendster,r749637,true,147.711,6.926,0.118
Geacompute,j528114,WCC,graph500-29,r610390,true,507.663,16.906,0.942
Geacompute,j528114,WCC,graph500-29,r638121,true,507.663,19.533,0.952
Geacompute,j528114,WCC,graph500-29,r678321,true,507.663,16.359,1.002
Geacompute,j707461,PR,graph500-29,r918763,true,507.663,23.32,10.229
Geacompute,j707461,PR,graph500-29,r762268,true,507.663,23.561,10.11
Geacompute,j707461,PR,graph500-29,r831269,true,507.663,24.626,10.107
Geacompute,j756306,SSSP,datagen-8_8-zf,r797387,true,65.165,9.931,0.397
Geacompute,j756306,SSSP,datagen-8_8-zf,r549999,true,65.165,9.933,0.396
Geacompute,j756306,SSSP,datagen-8_8-zf,r917987,true,65.165,9.821,0.471
Geacompute,j674343,LCC,com-friendster,r715194,true,101.363,13.458,7.298
Geacompute,j674343,LCC,com-friendster,r494804,true,101.363,12.228,5.983
Geacompute,j674343,LCC,com-friendster,r799819,true,101.363,17.662,6.064
Geacompute,j918852,CDLP,com-friendster,r797939,true,101.363,13.727,2.661
Geacompute,j918852,CDLP,com-friendster,r860896,true,101.363,7.74,2.659
Geacompute,j918852,CDLP,com-friendster,r537927,true,101.363,8.127,2.702
Geacompute,j698543,WCC,datagen-9_4-fb,r886461,true,139.505,5.574,0.173
Geacompute,j698543,WCC,datagen-9_4-fb,r578584,true,139.505,5.716,0.212
Geacompute,j698543,WCC,datagen-9_4-fb,r862800,true,139.505,5.833,0.179
Geacompute,j710257,WCC,datagen-9_2-zf,r682451,true,126.288,24.435,0.837
Geacompute,j710257,WCC,datagen-9_2-zf,r849498,true,126.288,21.075,1.121
Geacompute,j710257,WCC,datagen-9_2-zf,r862528,true,126.288,22.29,0.883
Geacompute,j670776,WCC,datagen-7_7-zf,r700124,true,12.315,3.484,0.15
Geacompute,j670776,WCC,datagen-7_7-zf,r542830,true,12.315,3.455,0.159
Geacompute,j670776,WCC,datagen-7_7-zf,r528452,true,12.315,3.452,0.157
Geacompute,j528558,BFS,datagen-7_7-zf,r901012,true,12.315,3.281,0.052
Geacompute,j528558,BFS,datagen-7_7-zf,r810323,true,12.315,3.301,0.053
Geacompute,j528558,BFS,datagen-7_7-zf,r661755,true,12.315,3.303,0.049
Geacompute,j472050,CDLP,datagen-8_2-zf,r897445,true,17.35,5.309,0.551
Geacompute,j472050,CDLP,datagen-8_2-zf,r522823,true,17.35,5.268,0.727
Geacompute,j472050,CDLP,datagen-8_2-zf,r582695,true,17.35,5.357,0.503
Geacompute,j611283,WCC,graph500-25,r887960,true,41.992,3.842,0.209
Geacompute,j611283,WCC,graph500-25,r660644,true,41.992,3.758,0.207
Geacompute,j611283,WCC,graph500-25,r625753,true,41.992,3.447,0.198
Geacompute,j481564,WCC,graph500-26,r663858,true,76.285,5.369,0.336
Geacompute,j481564,WCC,graph500-26,r682436,true,76.285,5.367,0.328
Geacompute,j481564,WCC,graph500-26,r478897,true,76.285,5.329,0.337
Geacompute,j627292,WCC,datagen-7_9-fb,r574800,true,16.786,1.556,0.013
Geacompute,j627292,WCC,datagen-7_9-fb,r720389,true,16.786,1.527,0.011
Geacompute,j627292,WCC,datagen-7_9-fb,r533838,true,16.786,1.553,0.011
Geacompute,j555911,PR,graph500-26,r785990,true,74.141,5.323,1.856
Geacompute,j555911,PR,graph500-26,r759968,true,74.141,6.228,1.862
Geacompute,j555911,PR,graph500-26,r751163,true,74.141,6.743,1.86
Geacompute,j468025,WCC,datagen-8_1-fb,r841903,true,19.432,2.142,0.013
Geacompute,j468025,WCC,datagen-8_1-fb,r589652,true,19.432,2.157,0.015
Geacompute,j468025,WCC,datagen-8_1-fb,r466945,true,19.432,2.177,0.013
Geacompute,j640044,LCC,datagen-8_1-fb,r645709,true,19.432,2.718,0.514
Geacompute,j640044,LCC,datagen-8_1-fb,r595649,true,19.432,2.668,0.507
Geacompute,j640044,LCC,datagen-8_1-fb,r700858,true,19.432,2.702,0.506
Geacompute,j475155,PR,datagen-8_1-fb,r782652,true,19.432,2.229,0.12
Geacompute,j475155,PR,datagen-8_1-fb,r787201,true,19.432,2.241,0.125
Geacompute,j475155,PR,datagen-8_1-fb,r526689,true,19.432,2.233,0.122
Geacompute,j633845,SSSP,datagen-8_1-fb,r854359,true,24.521,2.417,0.033
Geacompute,j633845,SSSP,datagen-8_1-fb,r558671,true,24.521,3.987,0.032
Geacompute,j633845,SSSP,datagen-8_1-fb,r637711,true,24.521,2.371,0.029
Geacompute,j715423,BFS,datagen-8_1-fb,r748643,true,19.432,2.077,0.006
Geacompute,j715423,BFS,datagen-8_1-fb,r558288,true,19.432,2.093,0.007
Geacompute,j715423,BFS,datagen-8_1-fb,r742134,true,19.432,2.096,0.01
Geacompute,j807159,WCC,datagen-8_2-zf,r876592,true,18.331,4.925,0.237
Geacompute,j807159,WCC,datagen-8_2-zf,r665857,true,18.331,4.967,0.239
Geacompute,j807159,WCC,datagen-8_2-zf,r559367,true,18.331,4.694,0.259
Geacompute,j533686,BFS,datagen-8_2-zf,r921163,true,18.331,4.366,0.083
Geacompute,j533686,BFS,datagen-8_2-zf,r517330,true,18.331,4.314,0.078
Geacompute,j533686,BFS,datagen-8_2-zf,r908562,true,18.331,4.3,0.074
Geacompute,j703375,SSSP,datagen-8_2-zf,r858949,true,28.882,4.903,0.141
Geacompute,j703375,SSSP,datagen-8_2-zf,r922220,true,28.882,6.203,0.15
Geacompute,j703375,SSSP,datagen-8_2-zf,r478919,true,28.882,4.86,0.133
Geacompute,j838752,PR,datagen-8_2-zf,r562262,true,18.331,4.39,0.309
Geacompute,j838752,PR,datagen-8_2-zf,r777923,true,18.331,4.457,0.3
Geacompute,j838752,PR,datagen-8_2-zf,r480463,true,18.331,4.441,0.308
Geacompute,j491520,LCC,datagen-8_5-fb,r797134,true,22.186,4.153,1.214
Geacompute,j491520,LCC,datagen-8_5-fb,r465775,true,22.186,4.497,1.249
Geacompute,j491520,LCC,datagen-8_5-fb,r880698,true,22.186,4.375,1.243
Geacompute,j880186,BFS,datagen-9_2-zf,r708669,true,128.14,29.013,4.222
Geacompute,j880186,BFS,datagen-9_2-zf,r768694,true,128.14,27.458,4.72
Geacompute,j880186,BFS,datagen-9_2-zf,r869217,true,128.14,27.517,2.079
Geacompute,j867795,CDLP,datagen-8_0-fb,r567608,true,13.329,3.065,0.424
Geacompute,j867795,CDLP,datagen-8_0-fb,r780492,true,13.329,2.797,0.316
Geacompute,j867795,CDLP,datagen-8_0-fb,r521167,true,13.329,2.85,0.397
Geacompute,j532019,WCC,datagen-8_6-fb,r675963,true,46.595,2.52,0.067
Geacompute,j532019,WCC,datagen-8_6-fb,r560071,true,46.595,2.502,0.063
Geacompute,j532019,WCC,datagen-8_6-fb,r475929,true,46.595,2.529,0.065
Geacompute,j766773,PR,datagen-8_6-fb,r603070,true,46.595,2.891,0.425
Geacompute,j766773,PR,datagen-8_6-fb,r692633,true,46.595,2.844,0.416
